State,Area Name,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017
NE,Phelps County,"2.3","2.4","3.5","3.6","3.7","3.0","3.0","2.6","2.0","2.5","2.3"
NE,Pierce County,"3.0","3.0","4.0","3.7","3.5","3.3","3.3","2.9","3.0","2.6","2.7"
NE,Platte County,"2.4","3.0","4.1","4.2","4.2","3.7","3.5","3.0","3.0","3.5","2.9"
NE,Polk County,"2.8","2.8","3.7","4.0","3.4","3.1","3.4","3.2","3.0","2.6","2.4"
NE,Red Willow County,"2.5","2.9","4.5","3.7","3.5","3.3","3.0","2.6","3.0","2.8","2.5"
NE,Richardson County,"4.1","4.4","6.0","6.2","6.0","5.1","4.5","3.6","3.0","3.2","3.3"
NE,Rock County,"2.6","2.8","3.0","2.8","2.7","2.5","3.2","2.6","3.0","2.6","2.6"
NE,Saline County,"2.7","3.4","4.6","4.7","4.7","4.3","4.3","3.4","3.0","3.1","3.1"
NE,Sarpy County,"2.9","3.2","4.6","4.4","4.2","3.9","3.6","3.1","3.0","2.9","2.8"
NE,Saunders County,"3.1","3.6","5.0","4.8","4.6","4.2","4.0","3.5","3.0","3.1","2.8"
NE,Scotts Bluff County,"3.0","3.7","5.1","5.5","5.0","4.7","4.2","3.6","3.0","3.5","3.4"
NE,Seward County,"2.7","3.2","4.1","4.0","3.8","3.5","3.7","3.1","3.0","2.9","2.7"
NE,Sheridan County,"2.7","2.7","3.9","3.5","3.6","3.6","3.2","2.6","3.0","2.9","2.6"
NE,Sherman County,"2.7","2.7","3.2","4.0","4.3","3.8","3.3","3.3","3.0","3.2","2.9"
NE,Sioux County,"2.8","3.4","3.4","3.7","3.4","3.6","3.3","2.5","3.0","2.7","3.0"
NE,Stanton County,"3.0","2.8","4.1","4.1","3.7","3.5","3.3","2.8","3.0","2.6","2.8"
NE,Thayer County,"2.7","3.2","4.3","3.8","3.3","3.1","2.8","2.5","2.0","2.4","2.2"
NE,Thomas County,"3.7","4.0","4.5","4.8","5.2","4.0","4.0","3.5","3.0","3.3","3.2"
NE,Thurston County,"6.5","6.7","10.5","9.6","10.2","8.7","7.7","6.1","5.0","4.9","5.0"
NE,Valley County,"2.4","2.8","3.3","4.4","4.0","3.5","3.3","3.0","3.0","2.8","2.7"
NE,Washington County,"2.8","3.1","4.6","4.6","4.4","3.8","3.7","3.2","3.0","3.2","3.1"
NE,Wayne County,"2.5","2.9","3.9","3.8","3.5","3.2","3.2","2.8","3.0","2.7","2.4"
NE,Webster County,"3.3","3.4","3.9","4.8","4.6","3.7","3.9","3.4","4.0","3.2","3.0"
NE,Wheeler County,"2.9","2.3","3.7","3.9","3.2","3.4","3.2","2.9","2.0","2.1","2.3"
NE,York County,"2.7","3.7","4.9","4.6","4.3","3.7","3.6","3.2","3.0","2.7","2.6"
NV,Nevada,"4.5","6.7","11.3","13.5","13.0","11.2","9.6","7.9","7.0","5.7","5.0"
NV,Churchill County,"4.3","6.0","8.6","12.4","12.4","11.0","9.2","7.6","7.0","5.4","4.4"
NV,Clark County,"4.5","6.6","11.5","13.8","13.2","11.3","9.7","8.0","7.0","5.9","5.2"
NV,Douglas County,"4.8","7.4","11.5","13.8","13.2","11.5","9.6","8.0","7.0","5.6","4.8"
NV,Elko County,"3.3","4.3","6.3","7.7","7.2","6.3","6.2","5.6","5.0","4.5","3.7"
NV,Esmeralda County,"3.2","4.9","7.0","9.2","7.9","6.9","4.8","4.5","4.0","4.6","3.8"
NV,Eureka County,"4.2","5.2","6.6","7.8","6.9","6.1","6.0","5.9","6.0","4.6","3.1"
NV,Humboldt County,"3.6","4.9","7.3","8.7","7.8","6.6","6.2","6.2","6.0","5.3","4.2"
NV,Lander County,"3.2","4.4","5.8","9.5","8.8","7.4","7.3","6.6","7.0","6.2","4.5"
NV,Lincoln County,"4.2","5.6","8.9","10.6","11.2","10.5","9.5","7.5","6.0","5.2","4.7"
NV,Lyon County,"6.4","9.8","15.4","17.5","16.7","14.8","12.5","10.2","9.0","7.4","6.0"
NV,Mineral County,"6.2","7.5","8.6","14.4","14.0","13.6","12.7","11.2","10.0","6.5","5.5"
NV,Nye County,"6.5","9.7","13.9","17.3","16.8","14.5","12.0","9.6","9.0","7.3","6.4"
NV,Pershing County,"5.0","7.0","9.7","10.6","10.8","9.7","8.8","7.2","7.0","5.8","4.5"
NV,Storey County,"4.9","6.9","11.8","16.7","15.7","13.3","11.6","9.1","7.0","6.3","5.0"
NV,Washoe County,"4.3","6.8","11.1","12.9","12.6","11.0","9.5","7.6","6.0","5.0","4.2"
NV,White Pine County,"3.6","4.7","6.9","9.2","8.7","7.7","7.2","6.0","5.0","4.6","4.0"
NV,Carson City,"4.8","7.1","11.1","13.5","13.2","11.7","10.4","8.7","7.0","6.1","5.1"
NH,New Hampshire,"3.5","3.9","6.2","5.8","5.4","5.5","5.1","4.3","3.0","2.9","2.7"
NH,Belknap County,"3.6","4.1","6.7","6.4","5.5","5.4","5.0","4.2","3.0","2.8","2.6"
NH,Carroll County,"3.4","3.6","5.6","5.7","5.4","5.3","4.9","4.2","4.0","3.0","2.6"
NH,Cheshire County,"3.5","3.7","5.7","5.5","5.0","5.1","4.7","4.0","3.0","2.7","2.6"
NH,Coos County,"4.6","5.2","7.9","7.4","7.3","7.4","6.1","5.7","4.0","3.8","3.4"
NH,Grafton County,"3.0","3.1","5.1","4.8","4.5","4.4","4.2","3.4","3.0","2.4","2.2"
NH,Hillsborough County,"3.5","3.9","6.5","6.2","5.7","5.8","5.4","4.5","4.0","3.0","2.8"
NH,Merrimack County,"3.3","3.6","5.6","5.3","4.9","4.9","4.6","3.8","3.0","2.6","2.4"
NH,Rockingham County,"3.8","4.2","6.6","6.0","5.6","5.8","5.4","4.6","4.0","3.0","2.9"
NH,Strafford County,"3.3","3.6","6.2","5.7","5.3","5.4","4.9","4.0","3.0","2.6","2.4"
NH,Sullivan County,"3.0","3.4","5.8","5.2","4.6","4.5","4.1","3.5","3.0","2.3","2.2"
NJ,New Jersey,"4.3","5.3","9.1","9.5","9.3","9.3","8.2","6.8","6.0","5.0","4.6"
NJ,Atlantic County,"5.9","6.8","11.9","12.3","12.5","12.7","11.7","10.5","10.0","7.4","7.2"
NJ,Bergen County,"3.4","4.4","7.8","8.0","7.7","7.7","6.7","5.4","5.0","4.2","3.9"
NJ,Burlington County,"3.8","4.9","8.4","9.0","8.7","8.7","7.6","6.4","5.0","4.5","4.1"
NJ,Camden County,"4.8","5.9","9.9","10.9","10.8","10.7","9.3","7.7","7.0","5.5","5.1"
NJ,Cape May County,"6.6","7.9","11.2","14.0","14.9","15.5","14.3","12.2","11.0","9.8","9.1"
NJ,Cumberland County,"6.5","7.9","12.5","13.0","13.0","13.1","11.8","9.9","9.0","7.5","7.0"
NJ,Essex County,"5.3","6.4","10.3","10.8","10.8","10.7","9.7","8.0","7.0","6.0","5.7"
NJ,Gloucester County,"4.3","5.3","9.2","10.3","10.2","10.1","9.0","7.3","6.0","5.1","4.7"
NJ,Hudson County,"5.0","6.2","10.5","9.6","9.2","8.9","7.9","6.4","5.0","4.7","4.4"
NJ,Hunterdon County,"2.8","3.7","6.7","7.4","6.9","6.9","5.9","4.9","4.0","3.8","3.5"
NJ,Mercer County,"3.8","4.7","7.6","8.4","8.3","8.3","7.3","5.9","5.0","4.4","4.1"
NJ,Middlesex County,"3.9","4.9","8.5","8.9","8.7","8.6","7.5","6.1","5.0","4.4","4.1"
NJ,Monmouth County,"3.7","4.8","8.3","8.7","8.6","8.7","7.5","6.1","5.0","4.4","4.1"
NJ,Morris County,"3.0","3.9","7.1","7.4","7.1","7.1","6.2","5.0","4.0","3.9","3.6"
NJ,Ocean County,"4.6","5.8","9.5","10.3","10.4","10.6","9.3","7.4","6.0","5.2","4.8"
NJ,Passaic County,"5.3","6.6","11.0","11.4","11.0","11.1","10.0","8.3","7.0","6.2","5.7"
NJ,Salem County,"5.0","6.1","10.6","11.7","11.6","11.8","10.5","8.5","7.0","6.4","6.1"
NJ,Somerset County,"3.1","4.0","7.3","7.6","7.4","7.4","6.4","5.2","5.0","4.1","3.8"
NJ,Sussex County,"3.9","4.9","8.6","9.4","9.2","9.0","7.9","6.4","6.0","4.7","4.4"
NJ,Union County,"4.5","5.6","9.3","9.5","9.5","9.5","8.4","7.0","6.0","5.2","4.8"
NJ,Warren County,"3.8","4.9","8.7","9.8","9.1","8.7","7.7","6.3","5.0","4.6","4.2"
NM,New Mexico,"3.8","4.5","7.5","8.1","7.5","7.1","6.9","6.7","7.0","6.7","6.2"
NM,Bernalillo County,"3.6","4.4","7.5","7.7","7.2","6.8","6.5","6.2","6.0","5.8","5.5"
NM,Catron County,"4.9","5.3","9.2","12.0","11.1","9.5","8.9","8.3","8.0","8.1","6.9"
NM,Chaves County,"3.9","4.3","7.0","7.5","6.8","6.5","6.3","6.1","6.0","6.7","6.4"
NM,Cibola County,"4.2","4.6","6.8","9.6","9.5","8.6","8.5","8.6","8.0","8.2","7.9"
NM,Colfax County,"3.5","4.4","7.6","8.4","8.1","7.8","7.1","6.3","6.0","6.0","6.0"
NM,Curry County,"2.8","3.2","4.5","5.4","5.1","5.0","5.1","5.1","5.0","5.1","4.8"
NM,De Baca County,"3.9","4.1","5.2","6.0","5.1","4.3","4.6","4.8","5.0","4.7","4.5"
NM,Dona Ana County,"4.2","4.7","7.3","7.8","7.6","7.3","7.5","7.3","7.0","7.2","6.9"
NM,Eddy County,"3.0","3.0","5.9","6.4","5.1","4.7","4.6","4.4","5.0","6.5","5.3"
NM,Grant County,"3.8","5.0","12.8","9.7","7.3","6.7","6.8","6.6","7.0","6.5","6.2"
NM,Guadalupe County,"5.9","6.1","7.9","10.1","10.6","10.0","8.7","7.7","7.0","6.4","6.4"
NM,Harding County,"2.8","3.0","4.9","6.1","6.4","6.5","5.3","5.0","9.0","6.9","6.5"
NM,Hidalgo County,"3.0","4.3","8.2","8.5","7.6","7.4","7.5","7.1","6.0","5.5","5.2"
NM,Lea County,"2.5","2.9","7.9","7.9","5.6","4.7","4.5","4.4","6.0","9.2","6.6"
NM,Lincoln County,"3.1","3.5","5.8","7.5","6.8","6.5","6.4","6.0","6.0","6.0","5.5"
NM,Los Alamos County,"2.2","3.0","3.3","3.7","3.5","3.9","4.2","4.1","4.0","4.2","3.8"
NM,Luna County,"10.1","12.1","17.5","20.1","20.2","20.0","19.0","18.1","17.0","14.5","14.1"
NM,McKinley County,"4.6","5.5","8.3","9.9","9.9","9.6","10.1","10.1","10.0","9.4","8.7"
NM,Mora County,"7.9","8.6","12.8","12.3","12.4","11.0","11.7","11.0","10.0","8.7","7.9"
NM,Otero County,"3.8","4.4","6.7","7.3","6.8","6.5","6.4","6.3","6.0","6.1","6.1"
NM,Quay County,"4.5","4.9","6.8","9.4","9.6","8.1","7.3","6.6","7.0","6.8","6.2"
NM,Rio Arriba County,"4.8","5.5","7.6","9.1","9.3","9.3","9.6","8.8","8.0","7.5","6.4"
NM,Roosevelt County,"2.8","3.1","4.8","6.3","5.7","5.6","5.6","5.5","5.0","5.7","5.3"
NM,Sandoval County,"4.3","5.2","8.5","8.4","8.0","7.8","7.4","7.2","7.0","6.6","6.2"
NM,San Juan County,"3.4","3.9","7.9","9.4","7.9","7.1","6.8","6.4","7.0","8.8","7.2"
NM,San Miguel County,"4.2","4.9","7.3","9.6","9.5","8.9","8.4","8.1","8.0","7.7","7.4"
NM,Santa Fe County,"3.0","3.8","6.6","6.8","6.2","5.8","5.6","5.4","5.0","5.3","5.1"
NM,Sierra County,"3.5","4.1","5.8","9.2","9.9","9.8","9.8","9.2","9.0","8.5","7.9"
NM,Socorro County,"3.2","3.6","5.3","7.8","7.6","7.0","7.4","7.4","8.0","7.3","6.5"
NM,Taos County,"4.9","5.5","8.9","10.7","10.5","10.5","10.3","9.9","9.0","8.4","7.9"
NM,Torrance County,"4.6","5.6","9.4","11.6","11.5","10.6","10.2","9.8","9.0","9.1","8.6"
NM,Union County,"2.7","2.9","5.6","6.3","4.7","4.4","4.6","4.6","4.0","4.0","3.8"
NM,Valencia County,"3.9","5.1","8.5","9.6","9.0","8.7","8.4","7.9","7.0","7.2","6.7"
NY,New York,"4.6","5.4","8.3","8.6","8.3","8.5","7.7","6.3","5.0","4.8","4.7"
NY,Albany County,"3.9","4.9","6.8","7.0","6.9","7.1","6.1","4.9","4.0","4.1","4.3"
NY,Allegany County,"5.5","6.4","8.7","9.2","8.9","8.4","7.5","6.2","7.0","6.3","6.7"
NY,Bronx County,"6.8","7.6","12.0","12.0","11.9","12.4","11.8","9.8","8.0","7.1","6.2"
NY,Broome County,"4.4","5.6","8.2","8.7","8.6","8.7","7.8","6.6","6.0","5.4","5.6"
NY,Cattaraugus County,"5.1","6.1","8.6","9.5","9.3","9.3","8.5","7.0","6.0","6.0","6.2"
NY,Cayuga County,"4.4","5.5","8.3","8.5","8.1","8.3","7.4","6.0","5.0","5.1","5.1"
NY,Chautauqua County,"4.5","5.5","8.3","8.9","8.2","8.5","8.0","6.8","6.0","5.8","6.1"
NY,Chemung County,"4.6","5.6","8.9","8.4","7.8","8.4","7.9","6.3","6.0","5.7","5.6"
NY,Chenango County,"4.9","6.4","8.9","9.2","8.7","8.6","7.3","6.2","5.0","5.1","5.4"
NY,Clinton County,"5.6","6.5","9.3","9.8","9.6","9.4","8.3","6.6","6.0","5.4","5.4"
NY,Columbia County,"3.9","4.8","7.4","7.3","7.1","7.0","6.0","4.7","4.0","3.7","3.8"
NY,Cortland County,"5.2","6.4","9.1","8.9","8.5","8.6","7.7","6.5","6.0","5.7","5.9"
NY,Delaware County,"4.3","6.0","8.5","8.8","8.7","8.7","7.9","6.6","6.0","5.5","5.6"
NY,Dutchess County,"3.9","5.1","7.7","7.7","7.5","7.8","6.7","5.3","5.0","4.2","4.3"
NY,Erie County,"4.7","5.7","8.1","8.3","8.0","8.3","7.4","6.1","5.0","4.9","5.2"
NY,Essex County,"5.7","6.7","9.1","9.2","9.1","9.6","8.3","6.9","6.0","5.3","5.6"
NY,Franklin County,"5.5","6.9","8.5","9.0","9.1","9.6","8.8","7.2","7.0","5.7","6.1"
NY,Fulton County,"5.4","6.7","9.6","10.6","10.6","11.0","9.5","7.7","6.0","5.7","5.8"
NY,Genesee County,"4.5","5.6","7.6","8.0","7.8","7.9","6.8","5.5","5.0","4.6","4.9"
NY,Greene County,"4.8","5.9","8.3","9.1","9.4","9.9","8.8","6.7","6.0","5.0","5.3"
NY,Hamilton County,"4.7","6.2","7.5","9.8","9.9","10.7","9.5","7.4","7.0","6.5","7.6"
NY,Herkimer County,"4.9","6.1","8.0","8.6","8.7","8.8","7.8","6.8","6.0","5.5","5.8"
NY,Jefferson County,"5.5","6.8","8.8","9.3","9.8","9.9","9.2","7.6","7.0","6.2","6.6"
NY,Kings County,"5.4","6.0","9.9","9.9","9.6","9.8","9.4","7.6","6.0","5.3","4.6"
NY,Lewis County,"5.4","6.7","8.8","9.1","9.7","10.0","9.5","7.8","7.0","6.7","6.7"
NY,Livingston County,"4.9","5.9","8.4","8.1","7.6","7.8","7.0","5.8","5.0","4.9","5.1"
NY,Madison County,"4.7","5.7","8.1","8.3","8.2","8.5","7.6","6.4","6.0","5.3","5.6"
NY,Monroe County,"4.4","5.5","7.8","8.0","7.7","7.9","7.0","5.8","5.0","4.7","5.0"
NY,Montgomery County,"5.8","7.1","9.5","10.1","10.2","10.4","9.2","7.5","7.0","5.7","5.8"
NY,Nassau County,"3.7","4.7","6.9","7.1","6.8","7.0","5.9","4.8","4.0","3.9","4.1"
NY,New York County,"4.3","4.9","8.4","8.6","7.8","8.0","7.5","6.1","5.0","4.5","4.0"
NY,Niagara County,"5.3","6.7","9.3","9.6","9.1","9.3","8.5","7.0","6.0","5.8","6.2"
NY,Oneida County,"4.3","5.4","7.4","7.6","8.0","8.2","7.4","6.1","5.0","4.8","5.1"
NY,Onondaga County,"4.1","5.2","7.6","8.0","7.7","7.9","6.8","5.6","5.0","4.5","4.7"
NY,Ontario County,"4.2","5.2","7.3","7.4","7.1","7.3","6.3","5.2","5.0","4.3","4.5"
NY,Orange County,"4.3","5.4","7.8","8.0","7.7","7.9","6.8","5.5","5.0","4.3","4.6"
NY,Orleans County,"5.8","6.9","9.3","9.6","9.2","9.7","9.1","7.7","6.0","5.7","5.9"
NY,Oswego County,"5.6","7.0","9.8","10.6","10.8","11.0","9.9","8.1","7.0","6.5","6.5"
NY,Otsego County,"4.5","5.7","7.5","7.6","7.7","7.9","6.8","5.7","5.0","4.9","5.1"
NY,Putnam County,"3.4","4.4","6.7","7.2","7.0","7.2","6.1","4.9","4.0","4.0","4.3"
NY,Queens County,"4.5","5.0","8.4","8.6","8.1","8.3","7.7","6.4","5.0","4.5","4.0"
NY,Rensselaer County,"4.3","5.2","7.4","7.8","7.6","7.7","6.7","5.4","5.0","4.3","4.5"
NY,Richmond County,"4.6","5.1","8.2","9.4","9.2","9.5","9.0","7.4","6.0","5.2","4.6"
NY,Rockland County,"3.9","4.8","6.9","7.5","7.1","7.3","6.3","5.2","5.0","4.2","4.4"
NY,St. Lawrence County,"5.8","7.1","9.8","10.3","10.4","10.2","9.1","7.7","7.0","6.6","6.8"
NY,Saratoga County,"3.7","4.6","6.3","6.9","6.7","6.8","5.8","4.7","4.0","3.8","4.0"
NY,Schenectady County,"4.1","5.1","7.3","7.6","7.5","7.7","6.7","5.4","5.0","4.3","4.5"
NY,Schoharie County,"5.8","6.9","8.9","8.9","9.0","9.2","8.1","6.7","6.0","5.4","5.5"
NY,Schuyler County,"5.0","5.8","8.3","9.1","8.8","9.4","8.8","7.0","7.0","6.0","5.9"
NY,Seneca County,"4.4","5.5","7.6","8.2","7.9","8.0","6.9","5.6","5.0","4.8","4.6"
NY,Steuben County,"5.2","6.1","9.6","9.6","9.1","9.3","8.4","6.9","6.0","5.8","5.8"
NY,Suffolk County,"3.9","5.0","7.3","7.7","7.6","7.8","6.6","5.4","5.0","4.4","4.5"
NY,Sullivan County,"5.2","6.5","8.7","8.9","8.9","9.1","8.1","6.6","5.0","4.8","4.9"
NY,Tioga County,"4.7","5.3","8.1","8.0","7.7","7.9","7.1","6.1","6.0","5.1","5.2"
NY,Tompkins County,"3.4","4.1","5.9","6.2","6.1","6.1","5.2","4.4","4.0","4.2","4.4"
NY,Ulster County,"4.3","5.5","7.7","7.8","7.8","8.3","7.1","5.7","5.0","4.4","4.6"
NY,Warren County,"4.5","5.6","7.9","9.0","8.9","9.2","8.2","6.6","6.0","5.2","5.3"
NY,Washington County,"4.1","5.3","7.4","8.2","8.1","8.3","7.5","6.1","5.0","4.7","4.7"
NY,Wayne County,"4.7","5.9","8.3","8.9","8.4","8.6","7.6","6.2","5.0","5.0","5.0"
NY,Westchester County,"3.7","4.8","7.1","7.4","7.1","7.3","6.3","5.1","5.0","4.3","4.6"
NY,Wyoming County,"4.9","6.2","9.0","9.5","8.7","8.9","7.9","6.5","6.0","5.3","5.7"
NY,Yates County,"4.2","4.9","6.7","7.4","7.5","7.8","6.8","5.7","5.0","4.4","4.5"
NC,North Carolina,"4.7","6.1","10.6","10.9","10.3","9.3","8.0","6.3","6.0","5.1","4.6"
NC,Alamance County,"5.1","6.4","11.7","10.9","9.7","8.5","7.3","5.7","5.0","4.7","4.3"
NC,Alexander County,"5.2","7.0","13.9","13.1","11.3","9.6","7.8","5.6","5.0","4.2","3.7"
NC,Alleghany County,"5.2","7.4","11.8","12.0","12.2","10.4","8.8","6.9","6.0","5.5","5.2"
NC,Anson County,"7.3","8.8","14.8","14.1","12.3","10.9","9.5","7.1","7.0","5.8","5.3"
NC,Ashe County,"5.0","6.7","12.0","11.8","10.9","10.4","9.2","6.9","6.0","4.8","4.2"
NC,Avery County,"4.7","5.7","9.2","10.8","11.1","10.6","8.9","6.5","6.0","5.0","4.4"
NC,Beaufort County,"5.6","7.1","11.4","11.7","11.1","10.6","9.5","7.4","7.0","5.7","5.1"
NC,Bertie County,"5.6","7.6","10.9","11.8","12.1","11.4","10.1","7.9","7.0","6.6","6.1"
NC,Bladen County,"6.2","7.7","12.2","13.3","13.4","12.7","11.5","9.4","8.0","6.9","6.0"
NC,Brunswick County,"4.5","6.3","10.7","12.5","12.2","11.2","9.8","7.9","7.0","6.5","5.7"
NC,Buncombe County,"3.5","4.7","8.3","8.6","7.9","7.2","6.0","4.7","4.0","3.9","3.5"
NC,Burke County,"6.0","8.1","14.1","12.9","11.4","9.8","8.3","6.2","6.0","4.9","4.3"
NC,Cabarrus County,"4.4","5.7","11.0","11.5","10.4","9.0","7.6","5.8","5.0","4.6","4.2"
NC,Caldwell County,"7.1","7.7","15.0","14.8","13.2","11.6","9.6","7.3","6.0","5.2","4.5"
NC,Camden County,"4.0","5.4","8.4","8.4","8.6","7.9","7.1","6.1","6.0","5.2","4.5"
NC,Carteret County,"4.0","5.3","8.7","9.6","9.7","8.9","7.8","6.2","6.0","5.2","4.5"
NC,Caswell County,"6.7","8.0","12.5","13.2","11.8","10.6","9.0","7.2","6.0","5.4","4.9"
NC,Catawba County,"5.5","7.1","14.0","13.1","11.7","10.1","8.5","6.4","6.0","4.7","4.2"
NC,Chatham County,"3.8","4.9","7.9","8.6","8.1","7.8","6.3","4.9","5.0","4.2","3.9"
NC,Cherokee County,"6.2","9.1","15.3","12.9","11.8","11.0","9.2","7.1","7.0","5.7","5.1"
NC,Chowan County,"6.1","8.6","11.8","12.0","12.2","10.9","9.8","7.9","7.0","6.4","5.5"
NC,Clay County,"4.0","6.4","11.7","12.5","11.5","10.4","8.8","6.6","6.0","5.5","5.0"
NC,Cleveland County,"6.0","8.2","15.1","14.8","12.4","11.0","9.5","7.3","6.0","5.5","4.7"
NC,Columbus County,"5.4","7.7","12.9","13.4","13.4","12.3","10.3","8.5","8.0","6.4","5.6"
NC,Craven County,"4.3","5.9","10.4","10.7","10.6","9.5","8.7","6.9","6.0","5.2","4.7"
NC,Cumberland County,"5.3","6.1","8.9","10.1","10.5","10.5","9.7","8.1","7.0","6.4","5.8"
NC,Currituck County,"3.2","4.3","6.9","8.9","9.1","8.5","7.9","6.3","6.0","5.1","4.5"
NC,Dare County,"4.9","6.3","10.1","12.1","13.0","12.4","11.0","8.4","8.0","6.8","6.0"
NC,Davidson County,"5.6","7.1","12.8","12.3","11.0","9.7","8.2","6.3","6.0","4.8","4.3"
NC,Davie County,"4.9","6.0","11.3","11.7","10.6","9.1","7.5","5.9","5.0","4.5","4.0"
NC,Duplin County,"4.4","5.8","9.4","9.3","9.5","9.1","8.0","6.4","6.0","5.3","4.9"
NC,Durham County,"3.8","4.7","7.8","8.2","8.1","7.4","6.3","5.1","5.0","4.5","4.1"
NC,Edgecombe County,"7.5","10.1","15.8","15.7","15.5","14.3","13.0","10.3","10.0","8.7","7.8"
NC,Forsyth County,"4.4","5.6","9.5","10.1","9.8","8.9","7.5","6.0","6.0","4.9","4.4"
NC,Franklin County,"4.4","6.2","10.3","10.9","10.7","9.7","8.3","6.5","6.0","5.2","4.7"
NC,Gaston County,"5.7","7.5","13.8","13.5","11.9","10.5","9.0","6.8","6.0","5.3","4.6"
NC,Gates County,"4.3","5.3","7.4","8.0","8.2","7.7","7.0","5.9","6.0","5.1","4.5"
NC,Graham County,"7.1","10.6","17.1","17.6","18.1","17.7","15.2","13.4","12.0","8.8","6.8"
NC,Granville County,"5.1","6.7","10.5","9.7","8.9","8.0","6.8","5.4","5.0","4.3","3.9"
NC,Greene County,"5.4","6.5","10.4","10.1","9.6","8.6","7.9","6.2","6.0","5.3","4.5"
NC,Guilford County,"4.7","6.0","10.6","11.1","10.5","9.5","8.2","6.6","6.0","5.2","4.8"
NC,Halifax County,"6.4","8.9","13.6","14.7","14.6","13.5","11.8","9.7","9.0","7.9","7.4"
NC,Harnett County,"4.8","6.6","11.4","11.3","11.4","10.6","9.2","7.4","7.0","5.8","5.1"
NC,Haywood County,"4.0","5.6","9.6","10.3","10.1","9.1","7.8","5.8","5.0","4.5","4.1"
NC,Henderson County,"3.5","4.7","8.8","9.1","8.5","7.5","6.2","5.1","5.0","4.3","3.9"
NC,Hertford County,"5.2","6.6","9.6","10.6","11.3","10.8","9.4","7.4","7.0","6.6","5.8"
NC,Hoke County,"5.1","5.7","8.0","10.1","10.9","10.7","9.9","8.4","8.0","6.6","5.8"
NC,Hyde County,"5.7","6.9","8.7","11.1","13.4","13.4","11.6","9.2","9.0","9.5","8.5"
NC,Iredell County,"4.6","6.4","12.7","12.9","11.4","9.9","8.4","6.3","6.0","4.8","4.3"
NC,Jackson County,"3.7","5.0","8.9","10.9","11.1","10.6","8.8","6.7","6.0","5.4","4.8"
NC,Johnston County,"4.1","5.7","9.9","9.9","9.5","8.4","7.1","5.7","5.0","4.7","4.2"
NC,Jones County,"4.4","6.4","10.8","11.2","10.6","9.9","8.4","6.6","6.0","5.3","4.5"
NC,Lee County,"5.6","7.5","14.2","12.8","12.3","11.4","10.1","8.2","7.0","5.9","5.2"
NC,Lenoir County,"5.3","7.2","11.8","11.9","10.9","9.8","8.7","7.2","6.0","5.9","4.6"
NC,Lincoln County,"4.9","7.2","13.9","12.7","11.2","9.6","8.3","6.2","5.0","4.7","4.0"
NC,McDowell County,"5.6","8.1","15.2","13.3","12.4","10.8","9.0","6.4","6.0","4.8","4.2"
NC,Macon County,"4.1","5.9","11.0","11.5","11.3","10.6","9.1","6.6","6.0","5.4","4.7"
NC,Madison County,"3.9","5.6","9.4","10.4","10.3","9.8","8.2","6.2","6.0","4.9","4.3"
NC,Martin County,"5.3","6.4","10.7","12.7","12.4","12.0","10.5","7.8","8.0","6.8","5.8"
NC,Mecklenburg County,"4.5","5.9","10.6","10.7","9.9","8.7","7.5","6.0","5.0","4.7","4.3"
NC,Mitchell County,"7.1","8.0","12.4","12.4","11.9","12.2","11.0","7.7","7.0","6.1","5.3"
NC,Montgomery County,"6.3","8.1","13.5","12.3","11.8","10.6","8.3","6.4","6.0","5.2","4.6"
NC,Moore County,"4.6","6.1","10.1","10.1","9.5","8.8","7.8","6.1","6.0","5.0","4.5"
NC,Nash County,"5.3","7.4","12.0","12.6","12.5","11.5","10.3","8.0","7.0","6.6","6.1"
NC,New Hanover County,"3.8","5.1","9.3","9.7","9.6","8.6","7.6","5.9","5.0","4.7","4.2"
NC,Northampton County,"6.0","7.7","11.3","11.6","12.2","11.5","10.0","8.1","8.0","7.3","6.3"
NC,Onslow County,"4.5","5.6","8.5","8.3","8.3","8.0","7.0","6.1","6.0","5.5","5.1"
NC,Orange County,"3.2","4.0","6.5","6.6","6.5","6.1","5.3","4.6","5.0","4.2","3.8"
NC,Pamlico County,"4.3","5.9","10.0","10.2","9.7","9.0","8.4","6.6","6.0","5.3","4.8"
NC,Pasquotank County,"5.0","6.8","9.9","10.0","10.3","10.0","9.6","8.1","7.0","6.3","5.6"
NC,Pender County,"4.2","6.0","10.9","11.4","11.3","10.4","9.0","7.1","6.0","5.3","4.7"
NC,Perquimans County,"5.2","6.7","10.6","10.6","11.0","10.4","9.6","7.8","7.0","6.4","5.8"
NC,Person County,"6.7","7.2","11.3","12.4","11.9","11.0","10.1","7.8","7.0","5.5","4.7"
NC,Pitt County,"5.1","6.4","10.1","10.2","10.1","9.1","8.1","6.5","6.0","5.6","4.9"
NC,Polk County,"3.4","4.8","9.1","10.2","9.3","8.5","6.6","5.4","5.0","4.6","4.2"
NC,Randolph County,"4.7","6.3","11.2","12.0","10.9","9.9","8.6","6.6","6.0","4.9","4.4"
NC,Richmond County,"7.4","9.2","14.0","14.9","14.6","13.4","11.8","9.0","8.0","6.9","6.1"
